ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat,index,portfolio,y,total_labor_hours,wo#
2012-05-01,80572.27163972189,22474.33205632885,162754.63392097325,80572.27163972189,80572.27163972189,10224.75952623511,10224.75952623511,10224.75952623511,10224.75952623511,10224.75952623511,10224.75952623511,0.0,0.0,0.0,90797.031165957,82.0,Giant Martins,0.0,231.61,19.0
2012-06-01,91879.52230541424,13696.444097325731,158677.67787832083,91879.52230541424,91879.52230541424,-5078.399238506163,-5078.399238506163,-5078.399238506163,-5078.399238506163,-5078.399238506163,-5078.399238506163,0.0,0.0,0.0,86801.12306690808,87.0,Giant Martins,0.0,642.1099999999999,49.0
2012-07-01,102822.23275156625,48491.416197117054,188662.17607794888,102822.23275156625,102822.23275156625,18054.071135110065,18054.071135110065,18054.071135110065,18054.071135110065,18054.071135110065,18054.071135110065,0.0,0.0,0.0,120876.30388667631,92.0,Giant Martins,0.0,663.5200000000002,64.0
2012-08-01,114129.70157316349,-6883.9779967062905,136682.1753160177,114129.70157316349,114129.70157316349,-49690.102134958404,-49690.102134958404,-49690.102134958404,-49690.102134958404,-49690.102134958404,-49690.102134958404,0.0,0.0,0.0,64439.599438205085,97.0,Giant Martins,0.0,29541.21999999996,5407.0
2012-09-01,125437.1707979429,-2169.47897107815,137026.42112267157,125437.1707979429,125437.1707979429,-60318.04664464807,-60318.04664464807,-60318.04664464807,-60318.04664464807,-60318.04664464807,-60318.04664464807,0.0,0.0,0.0,65119.12415329483,102.0,Giant Martins,28183.309999999998,20849.86999999997,4566.0
2012-10-01,136379.88295095522,92905.05828521997,228169.9970433557,136379.88295095522,136379.88295095522,22765.634305306095,22765.634305306095,22765.634305306095,22765.634305306095,22765.634305306095,22765.634305306095,0.0,0.0,0.0,159145.51725626132,107.0,Giant Martins,170347.85999999987,36279.719999999856,4546.0
2012-11-01,147687.3521899533,81701.95740135279,217152.4114202968,147687.3521899533,147687.3521899533,1560.906667276431,1560.906667276431,1560.906667276431,1560.906667276431,1560.906667276431,1560.906667276431,0.0,0.0,0.0,149248.25885722972,112.0,Giant Martins,223796.68,45855.16000000017,4381.0
2012-12-01,158630.06437083325,69491.14693291519,216898.93580730457,158630.06437083325,158630.06437083325,-16385.890729936185,-16385.890729936185,-16385.890729936185,-16385.890729936185,-16385.890729936185,-16385.890729936185,0.0,0.0,0.0,142244.17364089706,117.0,Giant Martins,153103.30000000005,40938.930000000044,4003.0
2013-01-01,169937.53364567464,271651.6173982483,414139.3556363727,169937.53364567464,169937.53364567464,174500.74720228137,174500.74720228137,174500.74720228137,174500.74720228137,174500.74720228137,174500.74720228137,0.0,0.0,0.0,344438.280847956,122.0,Giant Martins,380235.0200000003,43725.04329999985,4668.0
2013-02-01,181245.00292388862,123469.48424648956,263636.00317108934,181245.00292388862,181245.00292388862,10787.094723753764,10787.094723753764,10787.094723753764,10787.094723753764,10787.094723753764,10787.094723753764,0.0,0.0,0.0,192032.0976476424,127.0,Giant Martins,191998.50999999998,28790.98999999999,3707.0
2013-03-01,191458.20099966583,149515.15121009338,291765.780876102,191458.20099966583,191458.20099966583,31789.955752525006,31789.955752525006,31789.955752525006,31789.955752525006,31789.955752525006,31789.955752525006,0.0,0.0,0.0,223248.15675219084,132.0,Giant Martins,296419.77999999997,24517.650000000052,4194.0
2013-04-01,202765.6702982077,142673.22190806695,284588.8676963856,202765.6702982077,202765.6702982077,13303.944286797752,13303.944286797752,13303.944286797752,13303.944286797752,13303.944286797752,13303.944286797752,0.0,0.0,0.0,216069.61458500545,137.0,Giant Martins,253425.48000000013,22080.879999999906,4452.0
2013-05-01,213708.38251618118,142612.48633985166,286568.9117043908,213708.38251618118,213708.38251618118,2752.4499754884537,2752.4499754884537,2752.4499754884537,2752.4499754884537,2752.4499754884537,2752.4499754884537,0.0,0.0,0.0,216460.83249166963,142.0,Giant Martins,240548.87,19510.303300000192,4975.0
2013-06-01,225015.8518080872,138038.27010649175,273967.6666145602,225015.8518080872,225015.8518080872,-16787.76319719477,-16787.76319719477,-16787.76319719477,-16787.76319719477,-16787.76319719477,-16787.76319719477,0.0,0.0,0.0,208228.08861089242,147.0,Giant Martins,212801.36000000007,19069.759999999842,4953.0
2013-07-01,235958.56402606078,173764.7194897177,309346.76272106415,235958.56402606078,235958.56402606078,4192.206024683656,4192.206024683656,4192.206024683656,4192.206024683656,4192.206024683656,4192.206024683656,0.0,0.0,0.0,240150.77005074444,152.0,Giant Martins,308712.40000000026,61908.039999999004,6141.0
2013-08-01,247266.03331796674,131911.69311215833,271604.316572626,247266.03331796674,247266.03331796674,-42326.78364285883,-42326.78364285883,-42326.78364285883,-42326.78364285883,-42326.78364285883,-42326.78364285883,0.0,0.0,0.0,204939.24967510792,157.0,Giant Martins,224870.68999999997,60908.64000000001,5132.0
2013-09-01,258573.50260987275,143396.1813582253,283924.4051422219,258573.50260987275,258573.50260987275,-42627.465979687244,-42627.465979687244,-42627.465979687244,-42627.465979687244,-42627.465979687244,-42627.465979687244,0.0,0.0,0.0,215946.0366301855,162.0,Giant Martins,238397.6099999999,43333.46000000007,4794.0
2013-10-01,269516.2148278463,219094.46489449195,358990.0629528733,269516.2148278463,269516.2148278463,17418.082590401154,17418.082590401154,17418.082590401154,17418.082590401154,17418.082590401154,17418.082590401154,0.0,0.0,0.0,286934.2974182475,167.0,Giant Martins,285495.6399999999,38523.33000000025,5388.0
2013-11-01,280823.6841197524,214122.639576367,355215.14835649176,280823.6841197524,280823.6841197524,2323.9167222267265,2323.9167222267265,2323.9167222267265,2323.9167222267265,2323.9167222267265,2323.9167222267265,0.0,0.0,0.0,283147.6008419791,172.0,Giant Martins,227544.21999999983,33961.270000000055,4774.0
2013-12-01,291766.3963377259,219605.12623013707,367087.34087761416,291766.3963377259,291766.3963377259,4184.237842552053,4184.237842552053,4184.237842552053,4184.237842552053,4184.237842552053,4184.237842552053,0.0,0.0,0.0,295950.634180278,177.0,Giant Martins,353662.60000000015,49168.470000000016,4485.0
2014-01-01,303073.86562963197,355752.00900499074,499191.6920719377,303073.8520653105,303073.8780964999,124066.23697586023,124066.23697586023,124066.23697586023,124066.23697586023,124066.23697586023,124066.23697586023,0.0,0.0,0.0,427140.1026054922,,,,,
2014-02-01,314381.33492153796,257923.9225465454,400451.4289019692,314381.28870078747,314381.3772469712,13286.579132062916,13286.579132062916,13286.579132062916,13286.579132062916,13286.579132062916,13286.579132062916,0.0,0.0,0.0,327667.91405360086,,,,,
2014-03-01,324594.5329916467,315859.1320091026,454903.6918614071,324594.44475409924,324594.6189362241,59024.982204230786,59024.982204230786,59024.982204230786,59024.982204230786,59024.982204230786,59024.982204230786,0.0,0.0,0.0,383619.51519587747,,,,,
2014-04-01,335902.0022835526,287536.69371465244,428496.71252790873,335901.8656202058,335902.1435050552,20220.308610746477,20220.308610746477,20220.308610746477,20220.308610746477,20220.308610746477,20220.308610746477,0.0,0.0,0.0,356122.31089429907,,,,,
2014-05-01,346844.71450152615,273318.6189334424,419131.84391621716,346844.5230089013,346844.90980485553,-5187.520652448611,-5187.520652448611,-5187.520652448611,-5187.520652448611,-5187.520652448611,-5187.520652448611,0.0,0.0,0.0,341657.19384907756,,,,,
2014-06-01,358152.1837934322,261251.16392351163,399002.4880000795,358151.9326697875,358152.4497901549,-28622.809567209984,-28622.809567209984,-28622.809567209984,-28622.809567209984,-28622.809567209984,-28622.809567209984,0.0,0.0,0.0,329529.3742262222,,,,,
2014-07-01,369094.8960114058,286987.2228255878,428165.84471032786,369094.5837622658,369095.24003046146,-9270.26011792017,-9270.26011792017,-9270.26011792017,-9270.26011792017,-9270.26011792017,-9270.26011792017,0.0,0.0,0.0,359824.6358934856,,,,,
2014-08-01,380402.36530331173,279205.2183423231,416531.0831902904,380401.9782520633,380402.78799118253,-34408.10445478118,-34408.10445478118,-34408.10445478118,-34408.10445478118,-34408.10445478118,-34408.10445478118,0.0,0.0,0.0,345994.26084853057,,,,,
2014-09-01,391709.8345952177,297295.182092537,435833.9376503837,391709.3595951632,391710.3399446613,-24958.96741139443,-24958.96741139443,-24958.96741139443,-24958.96741139443,-24958.96741139443,-24958.96741139443,0.0,0.0,0.0,366750.8671838233,,,,,
2014-10-01,402652.5468131913,341962.4475748097,483922.16416415875,402651.98191534955,402653.14552359446,11817.858381121372,11817.858381121372,11817.858381121372,11817.858381121372,11817.858381121372,11817.858381121372,0.0,0.0,0.0,414470.4051943127,,,,,
2014-11-01,413960.0161050973,346162.1257742145,485368.94564641936,413959.3691128434,413960.7175982436,3125.902983859469,3125.902983859469,3125.902983859469,3125.902983859469,3125.902983859469,3125.902983859469,0.0,0.0,0.0,417085.9190889568,,,,,
2014-12-01,424902.7283230709,379347.2636313131,522983.2003029619,424901.9910215389,424903.53519783524,24076.303242155467,24076.303242155467,24076.303242155467,24076.303242155467,24076.303242155467,24076.303242155467,0.0,0.0,0.0,448979.0315652264,,,,,
2011-01-01,-45910.852495169245,-80338.34717797303,83987.29062375556,-45910.852495169245,-45910.852495169245,47440.31351379721,47440.31351379721,47440.31351379721,47440.31351379721,47440.31351379721,47440.31351379721,0.0,0.0,0.0,1529.4610186279679,3.0,North,28213.940000000017,2245.1899999999996,482.0
2011-02-01,-36805.23136839964,-84310.3876958092,80210.81119826208,-36805.23136839964,-36805.23136839964,36781.282441643525,36781.282441643525,36781.282441643525,36781.282441643525,36781.282441643525,36781.282441643525,0.0,0.0,0.0,0.0,8.0,North,35375.04999999999,2139.5933000000005,436.0
2011-03-01,-28580.799391051736,-71848.38735273518,86015.14688846802,-28580.799391051736,-28580.799391051736,38533.44930341561,38533.44930341561,38533.44930341561,38533.44930341561,38533.44930341561,38533.44930341561,0.0,0.0,0.0,9952.649912363875,13.0,North,39923.32,2280.17,477.0
2011-04-01,-19475.178267540963,-102629.689475279,65480.37086514311,-19475.178267540963,-19475.178267540963,3049.921003536509,3049.921003536509,3049.921003536509,3049.921003536509,3049.921003536509,3049.921003536509,0.0,0.0,0.0,0.0,18.0,North,42927.820000000014,1896.0901,472.0
2011-05-01,-10663.28684571298,-108686.06331337581,55525.364508443985,-10663.28684571298,-10663.28684571298,-16552.68760339853,-16552.68760339853,-16552.68760339853,-16552.68760339853,-16552.68760339853,-16552.68760339853,0.0,0.0,0.0,0.0,23.0,North,41847.590000000004,2213.21,565.0
2011-06-01,-1557.665711074628,-132307.2492532875,37505.97300297356,-1557.665711074628,-1557.665711074628,-40977.53645250503,-40977.53645250503,-40977.53645250503,-40977.53645250503,-40977.53645250503,-40977.53645250503,0.0,0.0,0.0,0.0,28.0,North,40963.16000000001,2237.2799999999997,524.0
2011-07-01,7254.225701732065,-77696.02846354667,80270.34441042307,7254.225701732065,7254.225701732065,-1451.4520655905485,-1451.4520655905485,-1451.4520655905485,-1451.4520655905485,-1451.4520655905485,-1451.4520655905485,0.0,0.0,0.0,5802.773636141517,33.0,North,39905.02,1827.05,504.0
2011-08-01,16359.846823690716,-68397.10113919278,102096.59628803497,16359.846823690716,16359.846823690716,1500.1321363725312,1500.1321363725312,1500.1321363725312,1500.1321363725312,1500.1321363725312,1500.1321363725312,0.0,0.0,0.0,17859.978960063247,38.0,North,42226.040000000015,2191.3599999999997,535.0
2011-09-01,25465.467945649358,-20695.98047651701,141355.55645938768,25465.467945649358,25465.467945649358,34977.24739144118,34977.24739144118,34977.24739144118,34977.24739144118,34977.24739144118,34977.24739144118,0.0,0.0,0.0,60442.71533709054,43.0,North,39700.610000000015,1884.2299999999996,549.0
2011-10-01,34277.3593488448,-38306.23841912171,127301.19572578126,34277.3593488448,34277.3593488448,8301.22940249683,8301.22940249683,8301.22940249683,8301.22940249683,8301.22940249683,8301.22940249683,0.0,0.0,0.0,42578.58875134163,48.0,North,32458.070000000007,2098.8532999999998,470.0
2011-11-01,43382.98046381565,-35946.770947663514,131177.09441478923,43382.98046381565,43382.98046381565,9523.960606591878,9523.960606591878,9523.960606591878,9523.960606591878,9523.960606591878,9523.960606591878,0.0,0.0,0.0,52906.94107040753,53.0,North,26086.649999999998,2314.5967000000005,429.0
2011-12-01,52194.87186001414,62542.610141982346,219965.65799847426,52194.87186001414,52194.87186001414,94695.19823565701,94695.19823565701,94695.19823565701,94695.19823565701,94695.19823565701,94695.19823565701,0.0,0.0,0.0,146890.07009567114,58.0,North,24576.73999999999,2051.8500000000004,371.0
2012-01-01,61300.49297200144,25523.096954225202,188258.49692891145,61300.49297200144,61300.49297200144,47303.0125006326,47303.0125006326,47303.0125006326,47303.0125006326,47303.0125006326,47303.0125006326,0.0,0.0,0.0,108603.50547263405,63.0,North,47355.85,2480.45,578.0
2012-02-01,70406.11410586193,-6705.688746216109,158774.93058654733,70406.11410586193,70406.11410586193,6117.049680991991,6117.049680991991,6117.049680991991,6117.049680991991,6117.049680991991,6117.049680991991,0.0,0.0,0.0,76523.16378685391,68.0,North,31880.560000000005,2187.25,446.0
2012-03-01,78924.27583144317,-41713.492566867186,119090.73756694673,78924.27583144317,78924.27583144317,-40866.22756778894,-40866.22756778894,-40866.22756778894,-40866.22756778894,-40866.22756778894,-40866.22756778894,0.0,0.0,0.0,38058.04826365423,73.0,North,51638.800000000025,2538.8732999999997,580.0
2012-04-01,88030.03961514884,-13231.26971348999,147469.83347448218,88030.03961514884,88030.03961514884,-21392.906682857774,-21392.906682857774,-21392.906682857774,-21392.906682857774,-21392.906682857774,-21392.906682857774,0.0,0.0,0.0,66637.13293229106,78.0,North,42693.39,2136.5399999999995,546.0
2012-05-01,96844.08207793608,11955.39429098844,181229.78860360853,96844.08207793608,96844.08207793608,4248.342198579313,4248.342198579313,4248.342198579313,4248.342198579313,4248.342198579313,4248.342198579313,0.0,0.0,0.0,101092.42427651539,83.0,North,37893.689999999995,2052.129999999999,458.0
2012-06-01,105955.53866638515,1106.341695456012,161617.11047309826,105955.53866638515,105955.53866638515,-25644.908651981776,-25644.908651981776,-25644.908651981776,-25644.908651981776,-25644.908651981776,-25644.908651981776,0.0,0.0,0.0,80310.63001440337,88.0,North,34975.110000000015,1985.7299999999998,444.0
2012-07-01,114773.07775941768,73131.39962023366,232362.53689607163,114773.07775941768,114773.07775941768,34109.10519259278,34109.10519259278,34109.10519259278,34109.10519259278,34109.10519259278,34109.10519259278,0.0,0.0,0.0,148882.18295201045,93.0,North,41414.78,1893.2,488.0
2012-08-01,123884.53481880586,20739.169785704675,182768.14917349853,123884.53481880586,123884.53481880586,-21671.670878155255,-21671.670878155255,-21671.670878155255,-21671.670878155255,-21671.670878155255,-21671.670878155255,0.0,0.0,0.0,102212.8639406506,98.0,North,51216.89,19341.299999999937,3341.0
2012-09-01,132998.60086633146,39261.53833770248,203584.29580350802,132998.60086633146,132998.60086633146,-12277.46240361094,-12277.46240361094,-12277.46240361094,-12277.46240361094,-12277.46240361094,-12277.46240361094,0.0,0.0,0.0,120721.13846272051,103.0,North,66948.67999999998,14344.109999999997,3078.0
2012-10-01,141818.66478329175,101930.56331256132,261803.00872491338,141818.66478329175,141818.66478329175,41621.1386227084,41621.1386227084,41621.1386227084,41621.1386227084,41621.1386227084,41621.1386227084,0.0,0.0,0.0,183439.80340600014,108.0,North,240046.89,23740.2067,3006.0
2012-11-01,150932.73083412123,98245.26056750574,261004.00865360996,150932.73083412123,150932.73083412123,29132.738837853627,29132.738837853627,29132.738837853627,29132.738837853627,29132.738837853627,29132.738837853627,0.0,0.0,0.0,180065.46967197486,113.0,North,273664.8500000001,28317.819999999967,2762.0
2012-12-01,159752.794769108,123547.7790181282,294896.15816192067,159752.794769108,159752.794769108,51151.88574400051,51151.88574400051,51151.88574400051,51151.88574400051,51151.88574400051,51151.88574400051,0.0,0.0,0.0,210904.6805131085,118.0,North,132100.91000000003,22286.04999999997,2370.0
2013-01-01,168866.8608399688,140535.17294034004,299842.3230429963,168866.8608399688,168866.8608399688,46221.727908164845,46221.727908164845,46221.727908164845,46221.727908164845,46221.727908164845,46221.727908164845,0.0,0.0,0.0,215088.58874813365,123.0,North,249247.92999999996,29148.130000000037,3154.0
2013-02-01,177980.92691689578,197527.0610515838,357570.17081671103,177980.92691689578,177980.92691689578,98844.85987048734,98844.85987048734,98844.85987048734,98844.85987048734,98844.85987048734,98844.85987048734,0.0,0.0,0.0,276825.78678738314,128.0,North,285302.32000000007,20670.329999999998,2862.0
2013-03-01,186212.9866078711,89650.99236631855,254214.4519754359,186212.9866078711,186212.9866078711,-14833.032689656022,-14833.032689656022,-14833.032689656022,-14833.032689656022,-14833.032689656022,-14833.032689656022,0.0,0.0,0.0,171379.9539182151,133.0,North,126910.0700000001,14955.199999999983,2652.0
2013-04-01,195327.05269257253,102725.7902531016,266712.04075327737,195327.05269257253,195327.05269257253,-12869.226530298865,-12869.226530298865,-12869.226530298865,-12869.226530298865,-12869.226530298865,-12869.226530298865,0.0,0.0,0.0,182457.82616227368,138.0,North,146245.26999999996,10815.439999999993,2189.0
2013-05-01,204147.1166560207,119918.66019558477,285029.0875303091,204147.1166560207,204147.1166560207,-2362.9999767597155,-2362.9999767597155,-2362.9999767597155,-2362.9999767597155,-2362.9999767597155,-2362.9999767597155,0.0,0.0,0.0,201784.11667926097,143.0,North,195691.45,12965.830000000038,3007.0
2013-06-01,213261.18275158384,109199.62660020526,262961.685361512,213261.18275158384,213261.18275158384,-30668.453497615767,-30668.453497615767,-30668.453497615767,-30668.453497615767,-30668.453497615767,-30668.453497615767,0.0,0.0,0.0,182592.72925396808,148.0,North,144381.4099999999,13574.716699999977,2680.0
2013-07-01,222081.24671503206,161678.26915924394,327429.28732036095,222081.24671503206,222081.24671503206,21997.40974542517,21997.40974542517,21997.40974542517,21997.40974542517,21997.40974542517,21997.40974542517,0.0,0.0,0.0,244078.65646045722,153.0,North,318014.68000000017,71196.96999999837,4535.0
2013-08-01,231195.31281059523,129769.84379361535,297392.68688843766,231195.31281059523,231195.31281059523,-14349.786206659372,-14349.786206659372,-14349.786206659372,-14349.786206659372,-14349.786206659372,-14349.786206659372,0.0,0.0,0.0,216845.52660393587,158.0,North,244150.1900000001,38596.059999999954,3152.0
2013-09-01,240309.37890615838,162633.19667033182,329104.4775031803,240309.37890615838,240309.37890615838,3651.722800838847,3651.722800838847,3651.722800838847,3651.722800838847,3651.722800838847,3651.722800838847,0.0,0.0,0.0,243961.10170699723,163.0,North,319224.5700000003,31966.010000000068,3319.0
2013-10-01,249129.4428696066,202105.03467018716,357753.3913146627,249129.4428696066,249129.4428696066,30786.65386433169,30786.65386433169,30786.65386433169,30786.65386433169,30786.65386433169,30786.65386433169,0.0,0.0,0.0,279916.0967339383,168.0,North,234115.84000000005,22237.219999999907,3084.0
2013-11-01,258243.50896516978,202752.77425013186,365427.2661874369,258243.50896516978,258243.50896516978,22359.74106689888,22359.74106689888,22359.74106689888,22359.74106689888,22359.74106689888,22359.74106689888,0.0,0.0,0.0,280603.25003206864,173.0,North,214390.97000000006,21106.31999999997,3086.0
2013-12-01,267063.572928618,253477.91251779345,414928.3435711831,267063.572928618,267063.572928618,65693.95736999308,65693.95736999308,65693.95736999308,65693.95736999308,65693.95736999308,65693.95736999308,0.0,0.0,0.0,332757.5302986111,178.0,North,533713.7500000001,33414.63999999998,3210.0
2014-01-01,276177.63902418123,239623.874657784,407074.62976631755,276177.50548639696,276177.83932967664,47081.45479141956,47081.45479141956,47081.45479141956,47081.45479141956,47081.45479141956,47081.45479141956,0.0,0.0,0.0,323259.0938156008,,,,,
2014-02-01,285291.7051197443,275445.255787022,439831.3146556919,285291.1034231336,285292.46289761615,67701.14485325833,67701.14485325833,67701.14485325833,67701.14485325833,67701.14485325833,67701.14485325833,0.0,0.0,0.0,352992.8499730026,,,,,
2014-03-01,293523.76481896266,229846.73143303793,380779.07576891396,293522.6507835921,293525.10712350573,11642.69059065581,11642.69059065581,11642.69059065581,11642.69059065581,11642.69059065581,11642.69059065581,0.0,0.0,0.0,305166.45540961844,,,,,
2014-04-01,302637.83091452584,218730.05490023995,381645.24692669144,302636.0426535331,302639.9683401999,-4716.412350905262,-4716.412350905262,-4716.412350905262,-4716.412350905262,-4716.412350905262,-4716.412350905262,0.0,0.0,0.0,297921.4185636206,,,,,
2014-05-01,311457.894877974,222318.47408823305,386915.1835241411,311455.2434818658,311460.96655681264,-9299.252689651164,-9299.252689651164,-9299.252689651164,-9299.252689651164,-9299.252689651164,-9299.252689651164,0.0,0.0,0.0,302158.64218832285,,,,,
2014-06-01,320571.9609735372,205388.3198024949,367921.1763116969,320568.3935301654,320575.84406987194,-35783.17504017146,-35783.17504017146,-35783.17504017146,-35783.17504017146,-35783.17504017146,-35783.17504017146,0.0,0.0,0.0,284788.7859333657,,,,,
2014-07-01,329392.02493698546,253414.98852744832,420679.58166799415,329387.43577823543,329396.8703846823,10139.508340474511,10139.508340474511,10139.508340474511,10139.508340474511,10139.508340474511,10139.508340474511,0.0,0.0,0.0,339531.53327745997,,,,,
2014-08-01,338506.0910325485,247796.6537758425,412470.81958771445,338500.4191260371,338511.9637823101,-6622.5480941822125,-6622.5480941822125,-6622.5480941822125,-6622.5480941822125,-6622.5480941822125,-6622.5480941822125,0.0,0.0,0.0,331883.5429383663,,,,,
2014-09-01,347620.1571281117,279365.25578382675,453761.47666217916,347613.2830254206,347627.2054970378,19409.3699918491,19409.3699918491,19409.3699918491,19409.3699918491,19409.3699918491,19409.3699918491,0.0,0.0,0.0,367029.5271199608,,,,,
2014-10-01,356440.2210915599,297771.5220474714,462513.3110050269,356432.2799176395,356448.37135300913,19676.708810398166,19676.708810398166,19676.708810398166,19676.708810398166,19676.708810398166,19676.708810398166,0.0,0.0,0.0,376116.9299019581,,,,,
2014-11-01,365554.28718712315,297852.66049085645,457723.91040441504,365544.731272553,365563.7796673607,15821.404774230392,15821.404774230392,15821.404774230392,15821.404774230392,15821.404774230392,15821.404774230392,0.0,0.0,0.0,381375.6919613535,,,,,
2014-12-01,374374.3511505713,370532.7702605716,535616.4262012403,374363.4477995824,374385.2424616207,80213.19189301615,80213.19189301615,80213.19189301615,80213.19189301615,80213.19189301615,80213.19189301615,0.0,0.0,0.0,454587.5430435875,,,,,
2011-01-01,-50342.66823066499,-70629.15291879671,53093.25668978594,-50342.66823066499,-50342.66823066499,42784.41697573895,42784.41697573895,42784.41697573895,42784.41697573895,42784.41697573895,42784.41697573895,0.0,0.0,0.0,0.0,4.0,South,15036.65,1171.62,283.0
2011-02-01,-42678.87930486358,-83756.28734138331,45548.63739843807,-42678.87930486358,-42678.87930486358,25367.363632736564,25367.363632736564,25367.363632736564,25367.363632736564,25367.363632736564,25367.363632736564,0.0,0.0,0.0,0.0,9.0,South,10923.389999999998,1027.5034999999998,232.0
2011-03-01,-35756.74737046736,-33303.663035418045,88325.38871670632,-35756.74737046736,-35756.74737046736,62225.47181028903,62225.47181028903,62225.47181028903,62225.47181028903,62225.47181028903,62225.47181028903,0.0,0.0,0.0,26468.72443982167,14.0,South,9900.220000000003,1303.4967,225.0
2011-04-01,-28092.958446110537,-67465.33604096383,53193.04614633662,-28092.958446110537,-28092.958446110537,21545.005372854164,21545.005372854164,21545.005372854164,21545.005372854164,21545.005372854164,21545.005372854164,0.0,0.0,0.0,0.0,19.0,South,12378.51,1042.5367,196.0
2011-05-01,-20676.388517748346,-89356.27198764116,32968.26729865166,-20676.388517748346,-20676.388517748346,-5980.455052984339,-5980.455052984339,-5980.455052984339,-5980.455052984339,-5980.455052984339,-5980.455052984339,0.0,0.0,0.0,0.0,24.0,South,15415.220000000001,1176.6,284.0
2011-06-01,-13012.599592915463,-109795.67730468602,14286.925432161372,-13012.599592915463,-13012.599592915463,-32717.48297802814,-32717.48297802814,-32717.48297802814,-32717.48297802814,-32717.48297802814,-32717.48297802814,0.0,0.0,0.0,0.0,29.0,South,10690.39,1229.99,277.0
2011-07-01,-5596.0296681951395,-86342.50290867138,38739.5591306457,-5596.0296681951395,-5596.0296681951395,-19650.726372280307,-19650.726372280307,-19650.726372280307,-19650.726372280307,-19650.726372280307,-19650.726372280307,0.0,0.0,0.0,0.0,34.0,South,16961.790000000005,1360.0499999999997,288.0
2011-08-01,2067.7592547997538,-83719.87682005181,47664.61066116044,2067.7592547997538,2067.7592547997538,-21681.427640678998,-21681.427640678998,-21681.427640678998,-21681.427640678998,-21681.427640678998,-21681.427640678998,0.0,0.0,0.0,0.0,39.0,South,15029.109999999997,1010.3300000000002,275.0
2011-09-01,9731.548177794637,-55481.43073324824,64072.33428602577,9731.548177794637,9731.548177794637,-4365.1207088620995,-4365.1207088620995,-4365.1207088620995,-4365.1207088620995,-4365.1207088620995,-4365.1207088620995,0.0,0.0,0.0,5366.4274689325375,44.0,South,12606.619999999999,926.89,236.0
2011-10-01,17148.118107209262,-34290.43284198782,88675.78987933285,17148.118107209262,17148.118107209262,11028.892509344398,11028.892509344398,11028.892509344398,11028.892509344398,11028.892509344398,11028.892509344398,0.0,0.0,0.0,28177.01061655366,49.0,South,15355.619999999997,1416.9000000000003,271.0
2011-11-01,24811.907034807842,-43417.8425842238,77789.38350039515,24811.907034807842,24811.907034807842,-10016.822224331267,-10016.822224331267,-10016.822224331267,-10016.822224331267,-10016.822224331267,-10016.822224331267,0.0,0.0,0.0,14795.084810476576,54.0,South,20181.289999999994,954.8199999999999,199.0
2011-12-01,32228.476965607304,24446.357447937848,143674.92833319094,32228.476965607304,32228.476965607304,50571.93561193816,50571.93561193816,50571.93561193816,50571.93561193816,50571.93561193816,50571.93561193816,0.0,0.0,0.0,82800.41257754547,59.0,South,11390.140000000001,1384.1499999999999,221.0
2012-01-01,39892.26589609414,18534.117241155775,144019.4329195195,39892.26589609414,39892.26589609414,39797.15721843758,39797.15721843758,39797.15721843758,39797.15721843758,39797.15721843758,39797.15721843758,0.0,0.0,0.0,79689.42311453172,64.0,South,21223.080000000005,1281.2900000000002,268.0
2012-02-01,47556.05482503332,4589.619090677526,125040.10637715887,47556.05482503332,47556.05482503332,15368.814380403506,15368.814380403506,15368.814380403506,15368.814380403506,15368.814380403506,15368.814380403506,0.0,0.0,0.0,62924.86920543683,69.0,South,14516.58,1406.27,237.0
2012-03-01,54725.40576099398,-5683.267507137458,116661.00925854742,54725.40576099398,54725.40576099398,-1747.2317665765088,-1747.2317665765088,-1747.2317665765088,-1747.2317665765088,-1747.2317665765088,-1747.2317665765088,0.0,0.0,0.0,52978.17399441747,74.0,South,20561.389999999996,1319.8899999999999,252.0
2012-04-01,62389.194696476115,1706.9988642958897,128755.17489922643,62389.194696476115,62389.194696476115,3929.725024348838,3929.725024348838,3929.725024348838,3929.725024348838,3929.725024348838,3929.725024348838,0.0,0.0,0.0,66318.91972082495,79.0,South,13174.589999999998,950.37,195.0
2012-05-01,69805.7646353921,22875.254193767923,141215.4628419231,69805.7646353921,69805.7646353921,10524.70235565081,10524.70235565081,10524.70235565081,10524.70235565081,10524.70235565081,10524.70235565081,0.0,0.0,0.0,80330.46699104291,84.0,South,11536.8,1166.4599999999998,174.0
2012-06-01,77469.55357067345,23545.356962158767,145060.46827584397,77469.55357067345,77469.55357067345,8111.5340943467045,8111.5340943467045,8111.5340943467045,8111.5340943467045,8111.5340943467045,8111.5340943467045,0.0,0.0,0.0,85581.08766502015,89.0,South,20840.440000000002,1094.0900000000001,197.0
2012-07-01,84886.12351047479,30655.813032739617,161186.92022449226,84886.12351047479,84886.12351047479,9722.831117298041,9722.831117298041,9722.831117298041,9722.831117298041,9722.831117298041,9722.831117298041,0.0,0.0,0.0,94608.95462777284,94.0,South,18759.870000000003,1114.34,197.0
